symbol,timeframe,regime,strategy_name,param_hash,quality_score,rank,val_trades,val_pf,val_return,val_dd,val_sharpe,val_win_rate,train_trades,train_pf,train_return,is_tuned
DOGUSD,D1,CHOP,MomentumBurstStrategy,36bccb642fc354ef,52.028182086181296,1,15,1.856,6.97,3.79,4.672,53.33,32,1.33,5.93,True
ES35,M5,TREND,ATRPercentileBreakoutStrategy,5177c8e0c79077dc,37.52870247996368,1,109,1.217,17.23,10.23,1.47,38.53,292,1.028,5.69,True
ES35,M5,RANGE,ATRPercentileBreakoutStrategy,5b5018f7b99477ee,43.85856517103845,1,14,1.406,3.71,3.2,2.491,42.86,26,1.495,7.19,True
ES35,M5,BREAKOUT,MomentumBurstStrategy,5dc60db07ad54094,28.78728859018467,1,3,2.606,1.7,1.05,6.369,66.67,4,1.443,0.81,False
ES35,M5,CHOP,ATRPercentileBreakoutStrategy,bd69c08369a268b9,60.55393623277166,1,14,2.652,8.62,1.95,7.614,64.29,25,1.161,2.1,False
ES35,M15,TREND,ADXDIStrengthStrategy,568d5bdb930c3c49,56.9936226177245,1,25,1.676,4.77,2.36,3.969,72.0,64,1.093,2.41,True
ES35,M15,RANGE,ADXDIStrengthStrategy,87475c78c9c838bf,64.7559479369333,1,35,2.213,10.41,2.05,6.234,77.14,77,1.44,10.34,True
ES35,M15,CHOP,KeltnerBreakoutStrategy,bc4b2db73845d938,62.2266796052175,1,114,1.922,119.95,7.45,4.66,52.63,263,1.592,514.12,True
ES35,M30,TREND,SupplyDemandImpulseRetestStrategy,7a021aceb545eaeb,54.72725064729047,1,49,1.731,17.78,4.64,4.336,59.18,92,1.327,16.5,True
ES35,M30,RANGE,FractalSRZoneBreakRetestStrategy,f88431131eaffe9b,66.48063669899663,1,10,3.464,7.56,1.01,9.775,70.0,31,1.394,7.19,False
ES35,M30,BREAKOUT,ParabolicSARTrendStrategy,6b05991da08ef5cd,44.38402880396343,1,1,10.0,1.23,0.0,0.0,100.0,2,10.0,2.03,True
ES35,M30,CHOP,SqueezeBreakoutStrategy,1a32671475ef50d4,59.51267959691013,1,26,2.364,20.14,3.3,6.287,50.0,61,1.289,13.08,True
ES35,H1,TREND,MarketStructureBOSPullbackStrategy,3fa68b00e38dfb37,64.93714368350952,1,53,2.144,31.55,3.18,5.935,56.6,151,1.071,7.03,True
ES35,H1,RANGE,MarketStructureBOSPullbackStrategy,b4152cd1bc2c87cc,61.614804969948096,1,27,2.098,7.04,2.22,5.751,74.07,55,1.261,4.89,True
ES35,H1,CHOP,MomentumBurstStrategy,183b8f107592e498,66.01105187170617,1,29,2.905,6.28,1.42,7.549,89.66,168,1.708,19.13,True
ES35,H4,TREND,MarketStructureBOSPullbackStrategy,e40fa0fa7095c31a,66.12828669649295,1,17,3.275,12.33,1.98,9.547,70.59,59,1.089,3.0,True
ES35,H4,RANGE,KeltnerBreakoutStrategy,aa1fa820e2dff793,53.77387808321442,1,39,1.913,18.86,5.6,5.081,58.97,43,1.451,9.1,False
ES35,H4,BREAKOUT,PivotBreakoutStrategy,c4daa7cb6c480fb2,38.24483350614021,1,2,10.0,3.28,0.0,371.99,100.0,4,4.648,3.62,True
ES35,H4,CHOP,PivotBreakoutStrategy,15c3473810d78725,57.70835052699621,2,39,1.577,9.16,2.09,3.596,61.54,101,1.046,2.32,True
ES35,D1,TREND,TRIXMomentumStrategy,d674c9796f2af835,63.571753772898255,2,17,2.718,10.86,1.96,7.866,64.71,71,1.209,8.07,False
ES35,D1,RANGE,StochasticReversalStrategy,0a1885c3b5c269a7,38.906946545916256,2,6,1.599,1.26,1.05,3.411,66.67,5,3.196,2.38,True
ES35,D1,BREAKOUT,CCIReversalStrategy,efdfbd02dd269543,30.59107856525335,13,1,10.0,1.13,0.0,0.0,100.0,3,1.888,1.0,False
ES35,D1,CHOP,TurtleSoupReversalStrategy,7a3709669ee0fdc9,59.07191147205042,1,19,1.877,5.76,1.96,4.857,63.16,41,1.088,1.83,False
ETHUSD,M5,TREND,EMAPullbackContinuationStrategy,4404d6a83c0922ec,55.95867692929628,2,5854,1.571,1663101.12,10.42,2.374,70.67,14811,1.455,3637305.77,True
ETHUSD,M5,RANGE,ADXDIStrengthStrategy,7c28d5660454031d,56.9408460290193,1,24,1.617,4.48,1.8,3.733,66.67,47,1.217,3.73,True
ETHUSD,M5,BREAKOUT,MomentumBurstStrategy,528eff03969d33e2,49.01559392113918,1,1,10.0,3.32,0.0,0.0,100.0,2,10.0,10.59,True
ETHUSD,M5,CHOP,RSITrendFilteredMRStrategy,e2e5e127aadbc7b9,52.506077339053675,1,43,1.662,9.46,4.69,4.007,62.79,123,1.447,27.68,False
ETHUSD,M15,TREND,EMAPullbackContinuationStrategy,e51f4cacdcaeea35,48.16125674858161,3,1080,1.577,2177.01,15.93,2.45,59.72,2750,1.553,787849.86,True
ETHUSD,M15,RANGE,KeltnerBreakoutStrategy,257856ef8d6ede9f,46.90419786902277,1,138,1.306,21.02,6.76,2.032,57.25,390,1.108,32.53,True
ETHUSD,M15,BREAKOUT,EMAPullbackContinuationStrategy,e51f4cacdcaeea35,47.94598692580282,2,3,2.895,11.59,6.05,5.275,66.67,6,474.602,3592.27,True
ETHUSD,M15,CHOP,KeltnerBreakoutStrategy,f842520c16026f4a,54.789574197600885,2,254,1.606,108.06,9.01,3.559,52.76,701,1.224,582.69,True
ETHUSD,M30,TREND,RSITrendFilteredMRStrategy,1fe33ca0409af22c,49.83927380654669,1,65,1.426,8.86,4.09,2.766,58.46,156,1.253,15.52,True
ETHUSD,M30,RANGE,MarketStructureBOSPullbackStrategy,ddbfd25308b3ce5e,67.37861485502822,1,58,2.301,28.99,2.67,6.29,56.9,129,1.044,3.99,True
ETHUSD,M30,BREAKOUT,DonchianBreakoutStrategy,f61dc8e73a9c39ef,66.11960693061529,1,14,3.755,15.49,1.96,10.128,71.43,15,3.088,53.33,False
ETHUSD,M30,CHOP,KeltnerBreakoutStrategy,76c9cba22489d926,53.96308647026802,1,54,1.48,6.25,2.74,2.918,70.37,166,1.265,14.03,True
ETHUSD,H1,TREND,EMAPullbackContinuationStrategy,e8d603c63fe9f833,60.52192734292517,2,472,1.581,132.03,8.16,3.348,70.34,1246,1.798,2053.22,True
ETHUSD,H1,RANGE,EngulfingPatternStrategy,d13bd9decd9ad186,59.96980259331309,1,45,1.704,4.82,1.89,3.669,82.22,109,1.247,5.27,True
ETHUSD,H1,BREAKOUT,EMAPullbackContinuationStrategy,e8d603c63fe9f833,52.22116082438477,1,5,1.764,2.0,2.5,3.752,80.0,6,15.606,36.07,True
ETHUSD,H1,CHOP,EMARibbonADXStrategy,440cbbe9f4e6e31a,74.88884468713766,1,15,4.928,6.56,0.86,12.994,86.67,58,1.465,9.01,True
ETHUSD,H4,TREND,MomentumBurstStrategy,6789f481171b4dd4,60.80728352332173,1,65,2.283,65.02,6.53,6.098,67.69,144,1.627,93.87,True
ETHUSD,H4,RANGE,DonchianBreakoutStrategy,2bfeb427b0ab135c,67.84285992132116,1,28,2.723,18.64,2.0,7.504,71.43,71,1.888,28.67,True
ETHUSD,H4,BREAKOUT,DonchianBreakoutStrategy,2bfeb427b0ab135c,53.42989991882367,1,7,10.0,12.29,0.0,51.876,100.0,4,10.0,6.71,True
ETHUSD,H4,CHOP,TRIXMomentumStrategy,b845361de912e3c0,68.30915949557377,1,15,3.58,15.12,2.07,10.209,80.0,48,1.99,26.1,True
ETHUSD,D1,TREND,MomentumBurstStrategy,4cf20dca0487cad1,93.877759896243,1,25,9.93,68.76,2.68,18.583,88.0,58,2.717,77.2,True
ETHUSD,D1,RANGE,FibonacciRetracementPullbackStrategy,e50fefd127bcbb62,42.469497695086375,1,5,10.0,11.02,0.0,47.098,100.0,6,5.449,6.51,True
ETHUSD,D1,BREAKOUT,VolatilityBreakoutStrategy,7d5264f12058b6c7,50.13995026891591,1,3,1.332,1.81,5.09,1.824,66.67,2,10.0,7.27,True
ETHUSD,D1,CHOP,VolatilityBreakoutStrategy,48b820b22c3a3fb3,45.83282141181485,1,11,2.303,15.39,3.76,6.004,54.55,27,1.776,22.21,False
EU50,M5,TREND,ATRPercentileBreakoutStrategy,bd69c08369a268b9,60.92043109291979,1,22,2.035,10.0,1.98,5.544,59.09,31,1.046,0.88,False
EU50,M5,RANGE,MomentumBurstStrategy,b73ca95baf92ebbf,45.698915864915506,1,19,1.25,1.42,2.34,1.663,68.42,192,1.059,4.38,True
EU50,M5,CHOP,MomentumBurstStrategy,b73ca95baf92ebbf,14.80765257381776,4,1,10.0,0.58,0.0,0.0,100.0,125,1.051,2.42,True
EU50,M15,TREND,SupplyDemandImpulseRetestStrategy,532ddf6f3a557cb9,59.63908391801822,1,28,2.132,14.76,2.96,5.879,57.14,74,1.216,9.08,True
EU50,M15,RANGE,SupplyDemandImpulseRetestStrategy,2d04bf2338201107,18.03275338105091,6,8,1.118,0.76,5.26,0.698,25.0,31,1.064,1.41,True
EU50,M15,CHOP,FractalSRZoneBreakRetestStrategy,e483b9e3f18a65ed,29.08546180372925,2,4,10.091,10.39,1.1,16.51,75.0,19,1.922,12.31,True
EU50,M30,TREND,KeltnerBreakoutStrategy,2d48679e9b079fb9,24.97000826721091,6,544,1.038,7.11,14.32,0.275,67.83,1382,1.045,22.1,True
EU50,M30,RANGE,MomentumBurstStrategy,5dc60db07ad54094,51.451567402393096,1,13,1.821,3.93,3.56,4.508,53.85,72,1.107,5.49,False
EU50,M30,BREAKOUT,MACDTrendStrategy,c0fa624e727b6086,46.354371620284994,1,2,10.0,4.14,0.0,109.56,100.0,2,10.0,2.68,True
EU50,M30,CHOP,RSITrendFilteredMRStrategy,fda87640cf25d2f9,55.34743877193415,1,21,2.172,12.18,3.5,5.366,42.86,90,1.037,1.61,True
EU50,H1,TREND,ZScoreVWAPReversionStrategy,78c2196f52ce396b,52.74316278153675,1,43,1.548,12.13,3.47,3.388,51.16,138,1.03,2.41,True
EU50,H1,RANGE,RSITrendFilteredMRStrategy,824fd65880b0d955,62.33681730848472,1,15,2.037,2.04,1.01,4.747,86.67,37,1.01,0.07,True
EU50,H1,BREAKOUT,RSIExtremesStrategy,d0ee23b28df3108d,34.85768967753439,1,2,10.0,2.15,0.0,275.596,100.0,1,10.0,0.76,False
EU50,H1,CHOP,FibonacciRetracementPullbackStrategy,52cca628b8d62f5f,47.52830709157342,2,26,1.44,6.4,4.32,2.801,50.0,60,1.151,4.17,False
EU50,H4,TREND,RSIDivergenceStrategy,1a6f0fcb19dc5c88,59.1860425577467,1,10,2.841,5.55,1.9,8.183,70.0,36,1.531,8.72,False
EU50,H4,RANGE,TurtleSoupReversalStrategy,28c4182279bdf275,70.29594074724281,1,21,2.972,5.63,0.94,8.337,85.71,47,1.179,2.29,True
EU50,H4,BREAKOUT,KeltnerBreakoutStrategy,aa1fa820e2dff793,38.020285775689665,1,2,1.472,0.56,1.18,2.142,50.0,4,4.503,3.45,False
EU50,H4,CHOP,FibonacciRetracementPullbackStrategy,52cca628b8d62f5f,67.73265329256547,1,15,4.035,12.48,1.85,11.369,73.33,37,1.702,12.25,False
EU50,D1,TREND,LiquiditySweepReversalStrategy,17867f43aa5aabc9,69.57520319622704,1,21,2.914,6.07,1.01,8.145,85.71,65,1.657,10.47,True
EU50,D1,RANGE,VolatilityBreakoutStrategy,48b820b22c3a3fb3,42.05805347352519,4,4,2.02,2.01,1.97,4.642,50.0,9,3.922,9.73,False
EU50,D1,BREAKOUT,ZScoreMRStrategy,62f88a1db31be16a,43.82131528505422,1,1,10.0,0.48,0.0,0.0,100.0,2,10.0,0.99,True
EU50,D1,CHOP,MomentumBurstStrategy,af4b52030ca5d869,63.330830706904294,1,34,2.185,6.52,2.11,5.541,85.29,98,1.344,8.67,True
EURAUD,M5,RANGE,ATRPercentileBreakoutStrategy,bd69c08369a268b9,39.302721842192234,2,2,1.217,0.25,1.14,1.097,50.0,5,4.944,4.64,False
EURAUD,M15,TREND,ATRPercentileBreakoutStrategy,bd69c08369a268b9,26.83924039670463,4,2,1.379,0.41,1.09,1.788,50.0,6,1.363,1.16,False
EURAUD,M15,RANGE,RSITrendFilteredMRStrategy,d2bedb37fd46d444,36.713517954249916,4,42,1.128,3.62,6.59,0.9,38.1,111,1.032,1.8,True
EURAUD,M15,CHOP,ATRPercentileBreakoutStrategy,bd69c08369a268b9,44.85476030535863,1,1,10.0,1.5,0.0,0.0,100.0,2,10.0,2.9,False
EURAUD,M30,TREND,FisherTransformMRStrategy,a833336c31f718ee,33.72779388005784,2,1,10.0,0.95,0.0,0.0,100.0,1,10.0,0.95,False
EURAUD,M30,RANGE,VolumeSpikeMomentumStrategy,3ba0b8172848a0a5,49.42251577515967,1,42,1.327,5.26,2.32,2.131,45.24,87,1.092,5.09,True
EURAUD,M30,BREAKOUT,RSITrendFilteredMRStrategy,1282dc01e98efd6e,34.13941577299005,1,1,10.0,1.83,0.0,0.0,100.0,1,10.0,1.72,True
EURAUD,M30,CHOP,MomentumBurstStrategy,cda7d6b99d6b11a2,29.229838196840955,3,8,1.158,0.82,3.13,1.03,37.5,39,1.483,12.11,True
EURAUD,H1,TREND,RSIExtremesStrategy,9f9f306ee13d63f7,52.462951608467804,1,26,1.426,3.46,2.59,2.704,69.23,91,1.069,2.35,True
EURAUD,H1,RANGE,DonchianBreakoutStrategy,56d59d311ce1491d,61.112044853657764,1,43,1.942,16.06,2.79,5.188,58.14,110,1.028,1.93,True
EURAUD,H1,BREAKOUT,ADXTrendStrategy,a1fad200f411bea4,45.84418199553342,4,2,1.052,0.04,0.75,0.286,50.0,2,10.0,1.77,True
EURAUD,H1,CHOP,ZScoreVWAPReversionStrategy,14ac63be0266c83d,58.105238255941124,2,17,2.418,10.33,2.82,6.782,58.82,30,1.329,5.97,True
EURAUD,H4,TREND,OBVDivergenceStrategy,929b9ca2754a4f62,72.42593472369009,1,18,3.888,8.91,1.18,11.203,83.33,52,1.378,7.58,True
EURAUD,H4,RANGE,KeltnerBreakoutStrategy,c2b5d16d10a6bc06,68.27442584663896,1,33,2.657,18.21,2.03,7.883,69.7,63,1.188,6.04,True
EURAUD,H4,BREAKOUT,OBVDivergenceStrategy,a6d607a16bff3c46,44.50847506295297,2,1,10.0,1.31,0.0,0.0,100.0,2,10.0,2.26,True
EURAUD,H4,CHOP,TRIXMomentumStrategy,d674c9796f2af835,68.16863256919129,1,26,2.734,16.08,1.78,8.019,65.38,82,1.412,19.47,False
EURAUD,D1,TREND,MomentumBurstStrategy,80fb4924443546a5,86.46176675368397,1,22,5.542,18.0,0.99,14.765,81.82,35,1.223,4.51,True
EURAUD,D1,RANGE,DonchianBreakoutStrategy,f61dc8e73a9c39ef,49.04584688689781,1,2,1.469,0.45,0.95,2.132,50.0,6,10.254,5.35,False
EURAUD,D1,BREAKOUT,PinBarReversalStrategy,4a9b419852ad04eb,34.97406141587463,1,2,10.0,1.18,0.0,73.587,100.0,1,10.0,0.97,False
EURAUD,D1,CHOP,BollingerBounceStrategy,1e266ed6b0844ea9,59.12519151188894,1,11,2.557,4.5,1.95,7.356,72.73,36,1.21,3.34,False
EURCAD,M5,RANGE,ATRPercentileBreakoutStrategy,bd69c08369a268b9,37.315463916472666,1,5,1.861,1.96,1.15,4.455,60.0,1,10.0,1.36,False
EURCAD,M15,RANGE,MomentumBurstStrategy,2ff8f6653132d4af,24.580437134670728,1,41,1.094,2.18,5.9,0.68,39.02,147,1.228,14.29,True
EURCAD,M30,RANGE,RSITrendFilteredMRStrategy,dcc21ce3486c1a33,27.429196556320196,1,2,1.358,0.36,0.99,1.706,50.0,14,1.371,2.2,True
EURCAD,M30,CHOP,RSITrendFilteredMRStrategy,7bc7f6ab7356b67b,57.300696878581455,1,10,2.036,4.47,1.05,5.402,60.0,16,1.806,5.62,True
EURCAD,H1,RANGE,RSIDivergenceStrategy,e93b6a4f56809f9b,42.35700304278611,2,25,1.352,4.77,4.94,2.212,40.0,56,1.246,11.4,True
EURCAD,H1,BREAKOUT,OBVDivergenceStrategy,539fe0128d4d7f13,33.503272847549354,2,1,10.0,0.67,0.0,0.0,100.0,1,10.0,0.53,True
EURCAD,H1,CHOP,OBVDivergenceStrategy,f8b9c72448826e8b,66.41999139765953,1,48,2.292,11.1,2.13,6.22,83.33,110,1.182,5.53,True
EURCAD,H4,TREND,SqueezeBreakoutStrategy,1f4cba8a5fb23b28,60.01606686976462,1,15,2.486,8.42,2.12,6.849,60.0,46,1.307,6.77,False
EURCAD,H4,RANGE,ROCExhaustionReversalStrategy,7252dd46eaf6fddc,66.89223099589331,1,13,3.155,5.74,1.0,9.199,76.92,43,1.008,0.16,False
EURCAD,H4,BREAKOUT,TurtleSoupReversalStrategy,9363ae1e243398a6,52.695590628897754,1,1,10.0,0.3,0.0,0.0,100.0,33,10.0,10.6,True
EURCAD,H4,CHOP,OBVDivergenceStrategy,7079990e3132898a,63.229426287894945,1,11,2.65,6.51,0.99,7.502,63.64,35,1.537,8.19,True
EURCAD,D1,TREND,ROCExhaustionReversalStrategy,90be15dcb0efe388,84.87610820516022,1,11,10.0,5.44,0.0,257.261,100.0,42,1.335,3.58,True
EURCAD,D1,RANGE,TurtleSoupReversalStrategy,aec3f6af60dbea7b,45.515954365477526,1,1,10.0,0.43,0.0,0.0,100.0,5,10.0,2.43,True
EURCAD,D1,BREAKOUT,VolatilityBreakoutStrategy,48b820b22c3a3fb3,35.240053960652325,5,2,1.993,1.01,1.0,3.724,50.0,1,10.0,1.45,False
EURCAD,D1,CHOP,ROCExhaustionReversalStrategy,297d24aa1243a1c8,84.649767788952,1,14,10.0,4.33,0.0,269.382,100.0,33,1.572,2.89,True
EURCHF,M5,TREND,FisherTransformMRStrategy,ae4eab81efbfdf62,34.07087615955525,1,1,10.0,1.96,0.0,0.0,100.0,45,1.929,26.36,True
EURCHF,M15,RANGE,MomentumBurstStrategy,0ac1a050b982681f,45.62365836592006,1,11,1.369,1.96,2.32,2.305,45.45,30,1.052,0.84,True
EURCHF,M30,RANGE,ADXDIStrengthStrategy,8030cb79b5c397cc,30.532564164724803,2,7,4.633,2.86,0.77,11.978,85.71,30,1.352,2.8,True
EURCHF,H1,TREND,RSITrendFilteredMRStrategy,652b19e53d1036e9,41.12048956061534,1,8,1.528,1.69,3.04,3.169,62.5,34,2.263,13.52,True
EURCHF,H1,RANGE,MomentumBurstStrategy,b40e62dbbf07f98a,68.04654550909439,1,15,4.526,13.65,2.13,12.272,73.33,44,1.245,4.53,True
EURCHF,H1,CHOP,ADXDIStrengthStrategy,81322febea7d81b5,37.262064140775436,2,3,2.741,1.85,1.05,6.73,66.67,9,2.598,5.26,False
EURCHF,H4,TREND,EMACrossoverStrategy,9cbcb9bc24e86772,54.73938503549073,3,33,1.711,9.43,3.56,4.243,60.61,66,1.188,6.18,True
EURCHF,H4,RANGE,LiquiditySweepReversalStrategy,a8e2ee93a58b562c,35.942271947265624,5,1,10.0,0.49,0.0,0.0,100.0,13,2.454,3.06,True
EURCHF,H4,CHOP,ElderRayBullBearStrategy,d8a84ce887e4a59b,64.02959015156894,2,14,2.294,4.14,1.07,6.356,78.57,62,1.349,7.03,True
EURCHF,D1,TREND,StochasticReversalStrategy,091eaf419e5f3a03,65.76640695026717,1,10,3.276,6.34,0.97,9.327,70.0,42,1.437,8.27,True
EURCHF,D1,RANGE,KaufmanAMATrendStrategy,198257c11c7df634,50.96970692803598,1,5,10.0,2.43,0.0,368.412,100.0,7,10.0,3.58,True
EURCHF,D1,CHOP,BollingerBounceStrategy,7d41f92624b7c90b,33.009483808884454,4,3,10.0,2.17,0.0,593.362,100.0,31,1.518,5.07,True
EURGBP,M15,RANGE,MomentumBurstStrategy,fc3ecac6bc0f1a70,23.23742669431513,3,4,1.367,0.8,1.11,2.134,50.0,79,1.142,6.28,True
EURGBP,M30,TREND,SupplyDemandImpulseRetestStrategy,0c6df83e615d063f,25.780960323767037,4,84,1.097,6.26,13.82,0.692,36.9,187,1.059,8.82,True
EURGBP,M30,RANGE,SupplyDemandImpulseRetestStrategy,92ef994f7d86d293,28.71079420524787,2,6,4.122,3.5,1.11,10.981,83.33,13,1.234,1.25,True
EURGBP,M30,BREAKOUT,MomentumBurstStrategy,1ab6f711f5e6de47,40.37883874854646,2,6,3.674,2.63,0.97,9.987,83.33,31,2.955,10.44,True
EURGBP,M30,CHOP,ADXDIStrengthStrategy,226dbf424a7a5779,16.121103345489423,5,12,1.039,0.33,3.98,0.269,33.33,36,1.41,9.63,True
EURGBP,H1,TREND,ADXDIStrengthStrategy,81322febea7d81b5,49.58679445427932,1,10,1.962,4.23,3.31,5.124,60.0,12,1.855,4.48,False
EURGBP,H1,RANGE,SupplyDemandImpulseRetestStrategy,8062655c7b657378,49.60794513028249,2,25,2.078,15.99,6.21,4.942,40.0,54,1.355,10.99,True
EURGBP,H1,BREAKOUT,MomentumBurstStrategy,9445a673437e4b90,36.51978523391573,1,1,10.0,1.13,0.0,0.0,100.0,5,4.063,3.18,True
EURGBP,H1,CHOP,RSIDivergenceStrategy,578906b1c5738618,41.9955692283866,3,27,1.282,3.68,6.2,1.907,48.15,98,1.1,4.29,True
EURGBP,H4,TREND,ZScoreMRStrategy,c83f15202fa788e2,62.45539013544505,1,17,3.459,15.61,2.82,9.681,64.71,49,1.874,22.18,True
EURGBP,H4,RANGE,PinBarReversalStrategy,c7e3e3a87d843feb,44.78097945285299,4,22,1.338,2.69,5.55,2.245,63.64,38,1.175,2.27,True
EURGBP,H4,BREAKOUT,KeltnerBreakoutStrategy,aa1fa820e2dff793,46.71791994785423,1,4,1.395,0.75,1.86,2.269,50.0,6,7.604,5.13,False
EURGBP,H4,CHOP,NarrowRangeBreakoutStrategy,b3db5c2db91bc0c1,63.560715350890256,1,37,2.023,7.32,2.06,5.251,81.08,133,1.1,3.9,True
EURGBP,D1,TREND,VortexTrendStrategy,5f35d8927e4256f4,62.86654979772638,1,12,2.44,2.82,0.98,6.576,83.33,31,1.417,3.32,True
EURGBP,D1,RANGE,EMAPullbackContinuationStrategy,d30968bc0c034ad0,36.831687240146074,3,4,1.514,0.98,0.96,2.81,50.0,1,10.0,1.49,False
EURGBP,D1,BREAKOUT,TurtleSoupReversalStrategy,aaf611631ac1f93c,49.28751570112826,1,6,1.809,0.85,1.04,3.847,83.33,3,10.0,1.31,True
EURGBP,D1,CHOP,TurtleSoupReversalStrategy,aaf611631ac1f93c,47.47972346498669,1,10,1.504,0.96,1.14,2.736,80.0,77,1.516,7.86,True
EURJPY,M5,TREND,MomentumBurstStrategy,1df08993766f0f26,27.272622254080915,1,82,1.076,3.95,8.54,0.565,42.68,196,1.166,17.75,True
EURJPY,M5,RANGE,ATRPercentileBreakoutStrategy,bd69c08369a268b9,32.99255243495873,3,3,10.0,4.3,0.0,864.404,100.0,5,1.897,1.99,False
EURJPY,M5,CHOP,MomentumBurstStrategy,51032ed695f48d52,60.00683240772279,1,34,1.863,12.7,2.57,4.883,58.82,109,1.157,9.04,True
EURJPY,M15,TREND,MomentumBurstStrategy,8e2e10c0e160b3b6,41.24503439898499,2,56,1.211,3.33,4.8,1.412,71.43,150,1.068,2.9,True
EURJPY,M15,CHOP,MomentumBurstStrategy,3a7ef95c0f771c22,29.139491161972096,1,9,1.677,1.33,1.44,3.658,77.78,15,1.29,1.13,True
EURJPY,M30,TREND,VolumeSpikeMomentumStrategy,f5bea2e6ba2c8d65,50.410513857736426,1,30,1.911,17.98,5.54,4.643,43.33,105,1.362,24.15,True
EURJPY,M30,RANGE,DonchianBreakoutStrategy,9f9f9b3c6a6a79ac,43.27810574951932,1,71,1.179,6.46,4.58,1.282,47.89,213,1.108,23.72,True
EURJPY,M30,BREAKOUT,DonchianBreakoutStrategy,f0969d34a93b83de,54.86304052632071,1,10,1.778,1.34,0.9,4.047,80.0,37,1.747,5.51,True
EURJPY,M30,CHOP,EMAPullbackContinuationStrategy,d876abed298cd431,45.054711603292915,1,480,1.272,50.0,10.01,1.738,73.12,1180,1.278,320.92,True
EURJPY,H1,TREND,EMAPullbackContinuationStrategy,04e1d0dd730488a3,56.89984342831064,1,861,1.308,114.61,8.25,1.934,73.52,2160,1.345,753.14,True
EURJPY,H1,RANGE,EMAPullbackContinuationStrategy,cc156b386ddfa7c6,52.212235768091396,1,136,1.425,25.12,6.0,2.53,75.0,345,1.282,62.6,True
EURJPY,H1,BREAKOUT,VolumeSpikeMomentumStrategy,c50c7d81cfa9442a,44.75195687401944,1,1,10.0,1.16,0.0,0.0,100.0,2,10.0,2.71,True
EURJPY,H1,CHOP,EMAPullbackContinuationStrategy,921d9ce1badf3670,50.27117776498313,2,32,1.675,11.9,4.61,3.866,46.88,146,1.444,44.76,True
EURJPY,H4,TREND,MarketStructureBOSPullbackStrategy,bbd64a279ca90468,61.79467169624191,1,38,2.408,13.73,3.34,7.018,76.32,111,1.3,11.42,True
EURJPY,H4,RANGE,ParabolicSARTrendStrategy,46bea52733bebd23,60.09696174093471,1,12,2.014,5.28,1.08,5.329,58.33,29,1.281,4.47,True
EURJPY,H4,BREAKOUT,MarketStructureBOSPullbackStrategy,ead51ff6d1f342eb,44.423828931997036,1,1,10.0,0.46,0.0,0.0,100.0,3,10.0,1.41,True
EURJPY,H4,CHOP,OBVDivergenceStrategy,5a8658ed5457fce1,68.25070656949877,1,21,2.976,3.78,0.94,7.552,90.48,51,1.692,5.58,True
EURJPY,D1,TREND,MACDTrendStrategy,b7ce94cd6f34b460,57.501731191587595,1,18,1.972,3.33,1.86,4.956,72.22,33,1.706,5.26,True
EURJPY,D1,RANGE,MomentumBurstStrategy,9b2334e972ba3bea,62.5338952122892,1,10,2.954,1.79,0.9,7.376,90.0,34,1.883,4.19,True
EURJPY,D1,CHOP,EMAPullbackContinuationStrategy,de17d528fdfdb1b7,76.42833497070787,1,23,5.544,5.01,0.84,13.278,91.3,76,1.691,8.32,True
EURUSD,M5,TREND,ATRPercentileBreakoutStrategy,bd69c08369a268b9,28.02779085293317,2,5,5.159,4.67,1.09,12.89,80.0,17,1.451,4.39,False
EURUSD,M5,CHOP,ATRPercentileBreakoutStrategy,b1c5d087a544be5f,36.51992325514666,2,7,1.594,2.0,1.53,3.312,57.14,32,1.917,10.57,True
EURUSD,M15,RANGE,MomentumBurstStrategy,e190b88ca53923ef,59.47944469860396,1,12,1.874,2.67,1.02,4.719,75.0,27,1.32,2.74,True
EURUSD,M30,TREND,FractalSRZoneBreakRetestStrategy,57a02bd0c16bcba5,57.04351823881926,1,28,1.738,5.44,2.84,4.174,75.0,96,1.233,7.49,True
EURUSD,M30,RANGE,RSITrendFilteredMRStrategy,45ff7afabd7e3a86,58.15916769351326,1,16,1.991,7.65,1.92,5.087,50.0,43,1.345,6.47,True
EURUSD,M30,BREAKOUT,MomentumBurstStrategy,22e1b2bb1b392565,66.8049658918477,1,12,3.623,2.36,0.87,9.036,91.67,40,1.23,1.64,True
EURUSD,M30,CHOP,RSITrendFilteredMRStrategy,45ff7afabd7e3a86,50.9122046985152,1,33,1.652,11.47,4.05,3.74,45.45,104,1.087,4.49,True
EURUSD,H1,TREND,EMAPullbackContinuationStrategy,d55f014ee6cc6a36,41.701490952653224,2,331,1.171,28.24,8.64,1.244,54.98,913,1.142,193.83,True
EURUSD,H1,RANGE,RSITrendFilteredMRStrategy,41307e105b64b852,61.76214384879356,1,13,2.905,13.19,2.07,7.653,53.85,47,1.359,11.06,True
EURUSD,H1,BREAKOUT,PivotBreakoutStrategy,3cd1e77ae66e9d43,45.001179623042404,1,5,2.014,0.76,0.74,4.777,80.0,28,3.848,8.05,True
EURUSD,H1,CHOP,FractalSRZoneBreakRetestStrategy,f88431131eaffe9b,52.83469406419545,1,12,1.902,4.78,2.04,4.911,58.33,29,1.998,12.0,False
